,1 Investment cost mean (MEuro per MW),2 Investment cost SD,3 O&M cost mean (Euros/MJ/s/year),4 O&M cost SD,5 Lifetime (years),6 Leadtime (years),7 Learning rate,8 Discount rate,9 Conversion efficiency,10 Fuel cost mean,11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Learning exponent
Indirect Heating Coal,0.4577077993409008,0.022885389967045,46096.11863786159,2304.80593189308,25.0,1,-0.05,0.05,0.3972640125385697,81.75941950603931,16.351883901207863,0,0.9703846153846154,0.013387267641727442,-0.05
Indirect Heating Oil,0.050347857927499,0.0025173928963749,9672.281215671916,483.6140607835958,25.0,1,-0.05,0.05,0.4199441737989103,95.66378222462592,19.132756444925192,0,0.9768538461538462,0.012945317400649168,-0.05
Indirect Heating Gas,0.050347857927499,0.0025173928963749,10657.817649212742,532.8908824606372,25.0,1,-0.05,0.05,0.4808018728726994,473.2159725978008,94.64319451956015,0,0.9813999999999999,0.01250933852351345,-0.05
Indirect Heating Biomass,0.5657268399853533,0.0282863419992676,46096.11863786159,2304.80593189308,25.0,1,-0.05,0.05,0.4048587657194545,101.6992969172526,20.33985938345052,0,0.9116666666666666,0.00867163414004405,-0.05
Indirect Heating Electric,0.0732332478945441,0.0036616623947272,8201.574514829732,410.0787257414866,25.0,1,-0.05,0.05,0.9,874.7888948981433,174.95777897962864,0,0.9878205128205128,0.0028867513459481316,-0.05
Indirect Heating Steam Distributed,0.9154155986818016,0.04577077993409,0.0,0.0,20.0,1,-0.05,0.05,0.5217953997266904,0.0,0.0,0,1.0,0.0,-0.05
Heat Pumps (Electricity),1.0005492493592092,0.0500274624679604,28116.712332478943,1405.835616623947,20.0,1,-0.432959407,0.05,3.0,874.7888948981433,174.95777897962864,0,0.9838461538461538,0.0113249475879504,-0.432959407
Direct Heating Coal,0.2013914317099963,0.0100695715854998,5760.508971072867,288.0254485536433,15.0,1,-0.05,0.05,0.2457392545951674,81.75941950603931,16.351883901207863,0,0.9293589743589744,0.033969036835195206,-0.05
Direct Heating Oil,0.013731233980227,0.0006865616990113,2413.308478396192,120.66542391980956,15.0,1,-0.05,0.05,0.4137961954978377,95.66378222462592,19.132756444925192,0,0.9293589743589744,0.033969036835195206,-0.05
Direct Heating Gas,0.013731233980227,0.0006865616990113,2413.308478396192,120.66542391980956,15.0,1,-0.05,0.05,0.4480803403976671,473.2159725978008,94.64319451956015,0,0.9878846153846155,0.012115384615384639,-0.05
Direct Heating Biomass,0.2013914317099963,0.0100695715854998,5760.508971072867,288.0254485536433,15.0,1,-0.05,0.05,0.1128926314344516,101.6992969172526,20.33985938345052,0,0.9293589743589744,0.033969036835195206,-0.05
Direct Heating Electric,0.054924935920908,0.0027462467960454,1444.4159648480409,72.22079824240205,12.5,1,-0.05,0.05,0.6127683091268491,874.7888948981433,174.95777897962864,0,0.9902564102564102,0.016876392484004476,-0.05
Direct Heating Steam Distributed,0.9154155986818016,0.04577077993409,0.0,0.0,20.0,1,-0.05,0.05,0.0712540523955947,0.0,0.0,0,1.0,0.0,-0.05
