,1 Investment cost mean (MEuro per MW),2 Investment cost SD,3 O&M cost mean (Euros/MJ/s/year),4 O&M cost SD,5 Lifetime (years),6 Leadtime (years),7 Learning rate,8 Discount rate,9 Conversion efficiency,10 Fuel cost mean,11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Learning exponent
Indirect Heating Coal,0.4708984742889433,0.023544923714447163,47424.5620644189,2371.2281032209453,25.0,1,-0.05,0.05,0.5005907632098383,108.8499570077386,21.769991401547717,0,0.95,0.1,-0.05
Indirect Heating Oil,0.051798832171783764,0.002589941608589188,9951.026558673948,497.5513279336973,25.0,1,-0.05,0.05,0.424869098732363,252.621668099742,50.52433361994841,0,0.95,0.1,-0.05
Indirect Heating Gas,0.051798832171783764,0.002589941608589188,10964.965153512903,548.2482576756452,25.0,1,-0.05,0.05,0.649681415738023,324.9680782459158,64.99361564918317,0,0.95,0.1,-0.05
Indirect Heating Biomass,0.5820305142211338,0.02910152571105669,47424.5620644189,2371.2281032209453,25.0,1,-0.05,0.05,0.42157860908375744,142.77300085984518,28.55460017196904,0,0.9,0.1,-0.05
Indirect Heating Electric,0.07534375588623092,0.003767187794311546,8437.935581088717,421.8967790544359,25.0,1,-0.05,0.05,0.9,1658.098237317283,331.6196474634566,0,0.98,0.1,-0.05
Indirect Heating Steam Distributed,0.9417969485778864,0.04708984742889434,0.0,0.0,20.0,1,-0.05,0.05,0.5416637765398143,0.0,0.0,0,1.0,0.1,-0.05
Heat Pumps (Electricity),1.02938406479563,0.05146920323978151,28927.00748916933,1446.3503744584666,20.0,1,-0.432959407,0.05,3.0,1658.098237317283,331.6196474634566,0,0.95,0.1,-0.432959407
Direct Heating Coal,0.20719532868713506,0.010359766434356751,5926.5210020719505,296.32605010359765,15.0,1,-0.05,0.05,0.6794471498075472,108.8499570077386,21.769991401547717,0,0.9,0.1,-0.05
Direct Heating Oil,0.014126954228668297,0.0007063477114334152,2482.8575831606704,124.14287915803352,15.0,1,-0.05,0.05,0.4708356260790768,252.621668099742,50.52433361994841,0,0.9,0.1,-0.05
Direct Heating Gas,0.014126954228668297,0.0007063477114334152,2482.8575831606704,124.14287915803352,15.0,1,-0.05,0.05,0.4667828283385252,324.9680782459158,64.99361564918317,0,0.95,0.1,-0.05
Direct Heating Biomass,0.20719532868713506,0.010359766434356751,5926.5210020719505,296.32605010359765,15.0,1,-0.05,0.05,0.5093675057804541,142.77300085984518,28.55460017196904,0,0.9,0.1,-0.05
Direct Heating Electric,0.0565078169146732,0.0028253908457336607,1486.0425692220756,74.30212846110378,12.5,1,-0.05,0.05,0.5266846012794458,1658.098237317283,331.6196474634566,0,0.98,0.1,-0.05
Direct Heating Steam Distributed,0.9417969485778864,0.04708984742889434,0.0,0.0,20.0,1,-0.05,0.05,0.0712540523955947,0.0,0.0,0,1.0,0.1,-0.05
