,1 Investment cost mean (MEuro per MW),2 Investment cost SD,3 O&M cost mean (Euros/MJ/s/year),4 O&M cost SD,5 Lifetime (years),6 Leadtime (years),7 Learning rate,8 Discount rate,9 Conversion efficiency,10 Fuel cost mean,11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Learning exponent
Indirect Heating Coal,0.4681647940074906,0.02340823970037453,47149.25093632958,2357.462546816479,25.0,1,-0.05,0.05,0.5180955239535228,155.2843405298388,31.05686810596776,0,0.95,0.1,-0.05
Indirect Heating Oil,0.05149812734082397,0.0025749063670411983,9893.258426966291,494.66292134831457,25.0,1,-0.05,0.05,0.5648410914742339,219.4790232865089,43.89580465730178,0,0.95,0.1,-0.05
Indirect Heating Gas,0.05149812734082397,0.0025749063670411983,10901.31086142322,545.0655430711612,25.0,1,-0.05,0.05,0.6571292028243644,276.6180823984161,55.32361647968322,0,0.95,0.1,-0.05
Indirect Heating Biomass,0.5786516853932584,0.028932584269662918,47149.25093632958,2357.462546816479,25.0,1,-0.05,0.05,0.5504335496733253,116.7971151126615,23.3594230225323,0,0.9,0.1,-0.05
Indirect Heating Electric,0.0749063670411985,0.0037453183520599256,8388.951310861423,419.4475655430712,25.0,1,-0.05,0.05,0.9,1208.589893466579,241.7179786933158,0,0.98,0.1,-0.05
Indirect Heating Steam Distributed,0.9363295880149812,0.04681647940074907,0.0,0.0,20.0,1,-0.05,0.05,0.6933385736552439,0.0,0.0,0,1.0,0.1,-0.05
Heat Pumps (Electricity),1.0234082397003743,0.05117041198501873,28759.079168539327,1437.9539584269662,20.0,1,-0.432959407,0.05,3.0,1208.589893466579,241.7179786933158,0,0.95,0.1,-0.432959407
Direct Heating Coal,0.20599250936329586,0.010299625468164791,5892.116104868914,294.60580524344573,15.0,1,-0.05,0.05,0.2457392545951674,155.2843405298388,31.05686810596776,0,0.9,0.1,-0.05
Direct Heating Oil,0.014044943820224715,0.0007022471910112357,2468.4439904494384,123.42219952247193,15.0,1,-0.05,0.05,0.4162200519721767,219.4790232865089,43.89580465730178,0,0.9,0.1,-0.05
Direct Heating Gas,0.014044943820224715,0.0007022471910112357,2468.4439904494384,123.42219952247193,15.0,1,-0.05,0.05,0.4507050200006061,276.6180823984161,55.32361647968322,0,0.95,0.1,-0.05
Direct Heating Biomass,0.20599250936329586,0.010299625468164791,5892.116104868914,294.60580524344573,15.0,1,-0.05,0.05,0.11289263143445169,116.7971151126615,23.3594230225323,0,0.9,0.1,-0.05
Direct Heating Electric,0.05617977528089887,0.002808988764044944,1477.4157303370785,73.87078651685394,12.5,1,-0.05,0.05,0.5604476352451261,1208.589893466579,241.7179786933158,0,0.98,0.1,-0.05
Direct Heating Steam Distributed,0.9363295880149812,0.04681647940074907,0.0,0.0,20.0,1,-0.05,0.05,0.0712540523955947,0.0,0.0,0,1.0,0.1,-0.05
