,1 Investment cost mean (MEuro per MW),2 Investment cost SD,3 O&M cost mean (Euros/MJ/s/year),4 O&M cost SD,5 Lifetime (years),6 Leadtime (years),7 Learning rate,8 Discount rate,9 Conversion efficiency,10 Fuel cost mean,11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Learning exponent
Indirect Heating Coal,0.4449586188484471,0.022247930942422358,44812.13847112219,2240.6069235561095,25.0,1,-0.05,0.05,0.5446464160611352,39.88080892485413,7.976161784970827,0,0.95,0.1,-0.05
Indirect Heating Oil,0.048945448073329186,0.0024472724036664595,9402.865533505385,470.14327667526925,25.0,1,-0.05,0.05,0.4687311525710946,138.1279136247691,27.62558272495382,0,0.95,0.1,-0.05
Indirect Heating Gas,0.048945448073329186,0.0024472724036664595,10360.95043160986,518.047521580493,25.0,1,-0.05,0.05,0.6922288563322957,208.44390447708682,41.68878089541736,0,0.95,0.1,-0.05
Indirect Heating Biomass,0.5499688528966806,0.02749844264483403,44812.13847112219,2240.6069235561095,25.0,1,-0.05,0.05,0.5507285603499311,70.73682821708155,14.147365643416308,0,0.9,0.1,-0.05
Indirect Heating Electric,0.07119337901575154,0.0035596689507875773,7973.124499421555,398.6562249710778,25.0,1,-0.05,0.05,0.9,996.3969566364676,199.27939132729355,0,0.98,0.1,-0.05
Indirect Heating Steam Distributed,0.8899172376968942,0.044495861884844716,0.0,0.0,20.0,1,-0.05,0.05,0.7487416968993568,0.0,0.0,0,1.0,0.1,-0.05
Heat Pumps (Electricity),0.9726795408027054,0.04863397704013527,27333.53791225416,1366.676895612708,20.0,1,-0.432959407,0.05,3.0,996.3969566364676,199.27939132729355,0,0.95,0.1,-0.432959407
Direct Heating Coal,0.19578179229331674,0.009789089614665838,5600.0533950342615,280.00266975171314,15.0,1,-0.05,0.05,0.2688881401792873,39.88080892485413,7.976161784970827,0,0.9,0.1,-0.05
Direct Heating Oil,0.013348758565453414,0.0006674379282726708,2346.087195692801,117.30435978464004,15.0,1,-0.05,0.05,0.31390251444977496,138.1279136247691,27.62558272495382,0,0.9,0.1,-0.05
Direct Heating Gas,0.013348758565453414,0.0006674379282726708,2346.087195692801,117.30435978464004,15.0,1,-0.05,0.05,0.4846955169287721,208.44390447708682,41.68878089541736,0,0.95,0.1,-0.05
Direct Heating Biomass,0.19578179229331674,0.009789089614665838,5600.0533950342615,280.00266975171314,15.0,1,-0.05,0.05,0.11289263143445169,70.73682821708155,14.147365643416308,0,0.9,0.1,-0.05
Direct Heating Electric,0.053395034261813655,0.002669751713090683,1404.1826110171753,70.20913055085877,12.5,1,-0.05,0.05,0.6010259006181896,996.3969566364676,199.27939132729355,0,0.98,0.1,-0.05
Direct Heating Steam Distributed,0.8899172376968942,0.044495861884844716,0.0,0.0,20.0,1,-0.05,0.05,0.0712540523955947,0.0,0.0,0,1.0,0.1,-0.05
